48	41
76	2
52	32
83	90
74	60
75	67
13	25
58	32
76	42
11	18
97	15
80	53
87	17
61	53
90	36
61	12
61	59
97	55
17	26
31	90
39	29
92	62
31	85
38	47
88	54
18	24
15	57
73	3
20	85
97	13
87	12
15	76
52	46
52	52
70	14
96	77
22	83
60	78
23	76
43	24
45	24
85	13
53	85
32	83
72	45
26	23
43	37
79	55
28	10
44	21
38	69
19	19
20	78
93	57
81	78
33	22
63	46
87	78
96	88
63	7
39	33
12	71
90	39
18	10
10	27
67	30
75	28
92	45
14	31
94	19
46	7
11	25
46	10
21	23
51	23
61	58
58	56
25	63
30	37
24	23
49	53
97	21
68	69
54	58
88	73
38	1
58	40
39	45
63	60
84	89
66	50
64	30
65	47
35	86
21	2
88	63
47	35
33	46
90	44
41	76
96	26
17	56
85	47
48	62
77	7
100	11
64	39
57	31
90	12
61	55
40	50
70	37
89	13
80	20
35	25
17	36
94	16
10	82
93	17
30	57
89	1
56	57
100	79
37	35
48	30
11	34
68	28
42	75
98	35
39	48
34	24
92	67
44	84
38	15
13	42
18	84
42	52
65	30
87	42
97	9
70	24
22	6
31	86
36	57
88	82
85	52
83	78
77	82
12	58
30	27
53	17
44	55
41	41
62	46
58	25
93	48
11	11
71	53
29	88
50	85
96	30
38	17
69	0
76	56
47	37
81	84
90	81
55	30
44	74
95	35
12	0
41	53
24	57
82	25
36	87
52	41
55	47
47	55
42	46
47	63
33	74
30	40
12	90
45	76
19	15
48	56
47	12
74	12
12	84
53	71
48	13
91	48
80	83
84	88
43	53
70	20
52	77
86	37
90	82
24	2
10	60
90	27
50	1
70	50
86	90
19	53
31	83
49	17
19	85
68	72
45	7
93	24
36	36
39	5
53	30
18	26
65	61
93	42
12	72
33	79
95	81
54	63
25	59
26	81
97	1
23	32
44	55
43	81
18	16
44	75
86	5
49	25
25	3
76	7
59	34
15	38
31	72
98	41
33	31
74	74
37	18
75	39
38	21
11	73
44	63
25	86
65	44
89	76
90	55
24	51
86	36
76	50
34	16
95	1
20	9
36	2
92	9
90	2
80	53
47	30
47	79
63	10
53	25
82	1
64	58
29	18
14	52
82	20
59	36
50	15
39	13
42	80
28	21
65	0
24	39
32	63
49	1
83	74
34	51
39	58
62	51
54	41
39	16
25	71
26	53
28	84
25	73
51	50
51	81
10	46
17	61
63	77
66	29
93	34
11	36
96	55
58	11
87	79
34	15
48	60
76	5
70	20
75	87
97	30
67	57
40	32
36	31
79	2
24	80
100	71
50	53
49	40
67	26
88	56
61	8
23	35
71	57
70	78
61	13
16	49
82	37
25	67
27	5
62	59
39	61
13	2
11	33
29	62
23	35
97	13
71	16
63	76
97	23
95	7
72	0
79	68
19	22
26	65
11	70
54	90
93	78
28	28
46	25
95	62
85	83
46	21
16	59
94	25
18	6
18	75
85	37
14	21
14	89
45	60
98	75
34	62
88	55
79	1
73	83
96	40
73	76
43	29
54	25
78	56
47	13
98	8
93	78
14	71
40	61
33	25
21	78
10	60
14	36
30	25
22	28
44	48
44	4
65	68
97	77
43	39
79	38
78	55
97	43
37	33
10	23
36	45
52	31
78	26
77	41
60	54
65	41
10	34
65	71
61	18
77	41
91	47
88	89
44	17
43	13
63	47
23	28
29	90
92	78
25	17
65	2
84	55
41	30
60	26
37	58
53	40
24	45
16	18
49	14
99	2
69	6
69	2
74	55
21	54
16	68
81	38
76	83
10	68
37	52
16	72
41	32
56	24
84	75
20	85
61	9
42	69
13	79
35	2
72	22
37	41
33	43
18	72
20	17
73	19
99	22
29	65
52	0
17	13
34	45
54	50
44	25
66	44
56	17
29	19
47	27
11	65
61	53
70	62
60	72
38	15
14	69
86	77
39	67
46	76
31	64
76	52
50	70
48	11
85	33
43	8
60	22
48	56
100	53
56	20
73	49
45	20
55	28
80	56
91	26
19	15
44	27
71	58
66	65
26	52
99	76
16	45
49	89
49	7
50	53
69	90
11	14
94	54
15	2
19	26
41	31
34	50
87	88
73	50
15	58
71	71
91	58
60	45
43	25
72	9
37	3
59	30
75	19
43	43
79	51
65	72
58	88
62	30
91	22
81	41
47	26
48	56
83	61
62	26
73	15
63	90
27	56
40	68
19	90
39	19
28	71
41	86
83	59
37	53
20	65
34	76
15	74
53	67
26	43
80	36
25	39
37	8
17	14
65	86
68	53
18	26
95	70
90	89
94	3
20	47
26	44
74	19
47	10
26	89
48	13
16	28
58	55
80	36
10	1
56	72
53	61
38	28
87	26
73	77
46	65
12	66
93	20
66	78
87	4
46	60
27	29
52	49
89	76
78	87
65	61
43	21
79	39
95	28
82	42
79	13
60	45
15	73
19	51
29	88
32	51
57	30
34	36
90	31
63	34
30	36
83	90
40	6
68	48
78	42
12	81
46	24
10	28
71	73
51	62
81	89
22	18
83	3
18	83
33	85
34	88
62	72
68	45
74	80
65	10
11	67
47	63
69	45
30	78
63	33
12	9
25	7
27	4
20	8
19	79
59	13
68	90
47	64
86	41
27	36
41	66
76	19
87	90
18	75
25	44
42	34
59	75
22	31
96	54
49	48
59	34
48	36
99	21
79	14
18	9
39	6
92	10
13	71
15	74
46	38
49	8
46	72
61	9
42	84
83	82
99	35
68	71
64	12
17	3
14	87
76	4
52	69
36	39
20	19
75	13
86	69
78	4
13	17
47	46
36	15
13	90
15	42
47	63
73	58
57	79
89	36
90	30
74	69
60	4
35	4
65	90
76	42
56	0
77	74
66	32
69	86
18	25
89	5
63	58
12	86
11	38
33	19
66	74
86	75
63	12
47	37
42	48
83	24
87	10
71	40
39	46
68	21
55	29
61	48
97	43
19	72
99	72
94	58
45	45
84	83
80	11
62	67
83	8
19	14
24	18
30	86
83	71
39	16
17	7
