0	96
39	68
21	30
10	42
96	50
5	4
62	91
32	81
75	1
82	62
38	78
19	31
46	81
64	36
68	39
29	46
86	60
22	54
95	72
69	68
94	86
91	97
50	13
30	25
77	69
92	68
91	38
69	28
34	79
61	77
64	33
94	26
25	67
100	95
4	37
70	92
8	3
40	29
31	78
90	13
26	27
85	83
90	67
25	90
100	40
34	29
25	1
100	28
32	95
38	73
2	13
99	1
80	67
40	92
71	59
83	3
37	26
32	59
83	45
42	17
89	40
26	28
30	18
23	40
63	29
14	95
90	90
27	4
99	0
80	20
39	0
0	20
49	50
83	40
45	6
48	84
53	83
29	43
44	23
12	64
10	98
2	49
100	53
58	13
66	35
38	85
87	41
36	95
50	67
90	29
17	40
64	48
2	50
54	20
26	47
61	23
69	91
44	14
65	22
71	89
52	1
95	54
76	74
21	85
90	73
73	46
38	66
45	76
93	84
12	25
84	32
65	37
76	11
62	55
57	34
77	88
13	47
77	78
69	31
33	40
17	80
36	18
51	56
36	98
96	73
47	74
52	44
84	89
12	59
26	13
61	33
65	83
71	29
100	65
44	95
20	33
45	70
81	54
68	94
39	81
28	19
8	4
95	99
16	41
6	76
31	85
35	74
99	84
10	80
11	3
33	83
12	10
19	15
34	16
79	59
78	24
1	27
65	35
21	76
63	59
42	4
53	30
82	31
59	73
49	62
49	14
26	47
82	36
51	69
98	37
28	83
56	83
53	18
6	69
20	92
85	32
72	99
31	45
75	41
89	23
7	91
38	2
61	85
36	87
34	72
86	90
34	93
76	23
35	17
22	8
47	72
82	83
10	20
87	7
53	95
32	18
48	59
81	56
6	41
17	97
63	57
48	65
89	16
8	80
28	94
55	37
38	93
81	7
4	90
18	40
1	90
42	27
53	41
67	39
93	14
91	35
91	45
13	67
49	22
27	12
13	66
23	28
24	6
80	60
90	66
26	24
80	37
57	97
14	8
25	84
91	59
65	79
45	8
18	28
8	43
47	9
93	37
61	49
8	52
39	74
21	48
95	5
63	34
41	11
0	57
54	10
89	17
69	74
65	21
69	68
63	24
63	41
57	82
42	19
80	91
69	1
95	83
15	84
33	3
8	76
62	40
1	16
82	88
56	46
16	99
22	25
9	57
37	69
65	32
74	86
